Polar Representation Log
n=10, generations=200, population=200
crossover_prob=0.8, mutation_prob=0.1, indpb=0.2, seed=42
================================================================================

Gen 79: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 80: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 81: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 82: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 83: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (-0.085508,0.030670), (-0.394318,-0.874069)]
Gen 84: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (-0.085508,0.030670), (-0.394318,-0.874069)]
Gen 85: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 86: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 87: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 88: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 89: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 90: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 91: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 92: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 93: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 94: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 95: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.730988,0.371477), (-0.394318,-0.874069)]
Gen 96: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.744925,0.598805), (-0.394318,-0.874069)]
Gen 97: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.744925,0.598805), (-0.394318,-0.874069)]
Gen 98: [(-0.819332,0.093855), (0.216492,0.570372), (0.992726,-0.018537), (-0.743026,-0.516918), (0.565937,-0.428354), (-0.487703,0.503321), (0.394262,-0.882174), (0.076005,-0.429880), (0.744925,0.598805), (-0.394318,-0.874069)]
