Boundary Representation Log
n=5, generations=200, population=200
crossover_prob=0.7, mutation_prob=0.2, indpb=0.2, seed=42
================================================================================

Gen 125: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 126: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 127: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 128: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 129: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 130: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 131: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 132: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 133: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 134: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 135: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 136: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 137: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 138: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 139: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 140: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 141: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 142: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 143: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 144: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 145: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 146: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 147: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 148: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 149: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 150: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 151: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 152: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 153: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.803399,-0.595441), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 154: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 155: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 156: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 157: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 158: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 159: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 160: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 161: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 162: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 163: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 164: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 165: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 166: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 167: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 168: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 169: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 170: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 171: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 172: [(-0.286442,-0.958098), (-0.366072,0.930586), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 173: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 174: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
