Cartesian Representation Log
n=10, generations=200, population=200
crossover_prob=0.8, mutation_prob=0.1, indpb=0.2, seed=42
================================================================================

Gen 74: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.050954,-0.372495), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 75: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.050954,-0.372495), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 76: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.050954,-0.372495), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 77: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.050954,-0.372495), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 78: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.050954,-0.372495), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 79: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.050954,-0.372495), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 80: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.050954,-0.372495), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 81: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.050954,-0.372495), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 82: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 83: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 84: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 85: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 86: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
